,discoverymethod,pl_masse,pl_name,pl_orbper,pl_rade
4227,Transit,,K2-58 b,7.05254,2.68
4228,Transit,,K2-59 c,11.2954,2.3
4229,Transit,,K2-72 e,24.158868,1.29
4230,Transit,,K2-75 b,7.8142,2.67
4231,Transit,,K2-80 d,28.867253,2.552
4232,Transit,,K2-88 b,4.6122,1.23
4233,Transit,,K2-90 b,13.733314,2.6
4234,Transit,,K2-95 b,10.1346454,3.31
4235,Transit,,K2-189 c,6.679195,2.5
4236,Transit,,K2-406 b,22.549406,4.602
4237,Transit,,K2-128 b,5.675819,1.42
4238,Transit,,K2-197 b,8.357881,2.56
4239,Transit,,HATS-12 b,3.142702,7.76
4240,Transit,,K2-203 b,9.695101,1.371
4241,Transit,,K2-207 b,12.48749,2.606
4242,Transit,,K2-214 b,8.596802,2.43
4243,Transit,,K2-219 b,3.901287,1.348
4244,Transit,,K2-220 b,13.683256,2.39
4245,Transit,,K2-42 b,6.68796,2.15
4246,Transit,,K2-7 b,28.67992,2.67
4247,Transit,,K2-163 b,6.673117,2.466
4248,Transit,,K2-13 b,39.91488,1.89
4249,Transit,,K2-49 b,2.77065,1.93
4250,Transit,,K2-15 b,11.8104,2.48
4251,Transit,,K2-164 b,17.355066,3.249
4252,Transit,,K2-11 b,39.93767,7.55
4253,Transit,,K2-50 b,8.7529,1.59
4254,Transit,,K2-44 b,5.657,2.433
4255,Transit,,K2-54 b,9.7843,1.15
4256,Transit,,K2-21 c,15.50192,2.49
4257,Transit,,K2-62 c,16.1966,2.14
4258,Transit,,K2-68 b,8.05428,1.58
4259,Transit,,K2-83 b,2.74697,1.244
4260,Transit,,K2-90 c,2.900706,1.3
4261,Transit,,K2-118 b,50.92092,2.54
4262,Transit,,K2-119 b,7.727283,2.53
4263,Transit,,K2-201 b,1.05979,1.4
4264,Transit,,K2-206 b,18.294549,2.795
4265,Transit,,K2-65 b,12.6475,1.58
4266,Transit,,K2-16 b,7.6188,2.02
4267,Transit,,K2-161 b,9.283188,6.117
4268,Transit,,K2-209 b,2.080615,0.869
4269,Transit,,EPIC 211822797 b,21.1701963,1.92
4270,Transit,,K2-72 b,5.577212,1.08
4271,Transit,,K2-123 b,30.951524,2.76
4272,Radial Velocity,,GJ 536 b,8.7076,
4273,Radial Velocity,,HIP 75092 b,926.4,
4274,Radial Velocity,,HIP 114933 b,1481.6,
4275,Imaging,2479.06157,CFHTWIR-Oph 98 b,8040000.0,20.849
4276,Transit,,K2-205 b,26.672263,1.996
4277,Transit,8.1,K2-32 c,20.66093,3.134
4278,Transit,,K2-59 b,20.6921,2.41
4279,Transit,,Kepler-1261 b,48.4308991,2.26
4280,Transit,,Kepler-1506 b,14.0329154,1.32
4281,Transit,,K2-294 b,2.50387,1.66
4282,Transit,,Kepler-296 c,5.8416366,2.0
4283,Transit,,Kepler-561 b,58.3620495,6.96
4284,Transit,,Kepler-1276 b,12.5720095,1.19
4285,Transit,,Kepler-1287 b,11.47685909,1.54
4286,Transit,,Kepler-271 d,5.24972541,0.66
4287,Imaging,4290.5,AB Pic b,,
4288,Microlensing,35.0,OGLE-2012-BLG-0950L b,,
4289,Microlensing,111.0,KMT-2018-BLG-1990L b,,
4290,Microlensing,170.0,OGLE-2011-BLG-0251L b,,
4291,Microlensing,830.0,OGLE-2003-BLG-235L b,,
4292,Microlensing,1300.0,MOA-2008-BLG-379L b,,
4293,Radial Velocity,,GJ 9689 b,18.27,
4294,Transit,,Kepler-582 b,18.49235668,3.68
4295,Transit,,Kepler-1160 b,7.97034958,2.14
4296,Transit,,Kepler-1033 b,7.56052806,2.51
4297,Transit,,Kepler-831 b,5.62153941,1.27
4298,Transit,,Kepler-1056 b,27.495606,3.01
4299,Transit,,Kepler-1288 b,2.76122421,1.12
4300,Transit,,Kepler-1291 b,8.63043276,1.66
4301,Transit,,Kepler-1477 b,11.55530021,1.18
4302,Transit,,Kepler-165 b,8.180848,2.32
4303,Transit,,Kepler-194 c,17.308032,2.59
4304,Transit,,Kepler-153 b,18.870227,2.92
4305,Transit,,Kepler-202 c,16.282493,1.85
4306,Transit,,Kepler-245 d,36.277108,3.03
4307,Transit,,Kepler-215 b,9.360672,1.62
4308,Transit,,Kepler-229 b,6.252972,2.2
4309,Transit,,Kepler-267 b,3.353728,1.98
4310,Transit,,Kepler-301 b,2.508553,1.35
4311,Transit,,Kepler-298 b,10.475464,1.96
4312,Transit,,Kepler-294 c,6.6264,2.71
4313,Transit,,Kepler-291 b,3.546511,2.16
4314,Transit,,Kepler-276 b,14.12841,2.87
4315,Transit,,Kepler-341 d,27.666313,1.85
4316,Transit,,Kepler-270 c,25.262887,1.77
4317,Transit,,Kepler-286 e,29.221289,1.77
4318,Transit,,Kepler-400 c,17.340824,1.49
4319,Transit,,Kepler-402 d,8.921099,1.38
4320,Transit,,Kepler-754 b,14.5596237,2.01
4321,Transit,,Kepler-857 b,85.35129427,6.8
4322,Transit,,Kepler-918 b,4.85386933,1.74
4323,Transit,,Kepler-766 b,6.10027804,3.39
4324,Transit,,Kepler-1021 b,13.47469571,2.33
4325,Transit,,Kepler-825 b,3.77360059,1.53
4326,Transit,,Kepler-822 b,3.22296927,1.77
4327,Transit,,Kepler-124 b,3.410493,0.73
4328,Transit,,Kepler-816 b,10.50682565,10.24
4329,Transit,,Kepler-1122 b,42.1917357,2.04
4330,Transit,,Kepler-898 b,5.8706191,1.49
4331,Transit,,Kepler-967 b,13.22713379,2.35
4332,Transit,,Kepler-1060 b,46.8779367,2.38
4333,Transit,,Kepler-1205 b,1.07839035,1.41
4334,Transit,,Kepler-1342 b,2.21571036,1.66
4335,Transit,,Kepler-640 b,22.24813967,2.56
4336,Transit,,Kepler-569 b,34.18890521,3.16
4337,Transit,,Kepler-309 c,105.356383,2.51
4338,Transit,,Kepler-742 b,8.36086824,3.24
4339,Transit,,Kepler-69 b,13.722341,2.24
4340,Transit,,Kepler-232 c,11.379349,3.83
4341,Transit,,Kepler-240 b,4.144495,1.37
4342,Transit,,Kepler-273 c,8.014927,1.98
4343,Transit,,Kepler-247 b,3.33616,1.64
4344,Transit,,Kepler-312 c,19.747412,3.15
4345,Transit,,Kepler-316 c,6.827766,1.16
4346,Transit,,Kepler-331 b,8.457496,1.82
4347,Transit,,Kepler-669 b,4.12554687,4.83
4348,Radial Velocity,,HD 93385 b,7.3426,
4349,Radial Velocity,,HD 93385 c,13.18,
4350,Radial Velocity,,HD 93385 d,45.85,
4351,Radial Velocity,,HD 96700 b,8.1245,
4352,Radial Velocity,,HD 96700 c,19.88,
4353,Radial Velocity,,HD 96700 d,103.5,
4354,Radial Velocity,,HD 189567 b,14.288,
4355,Radial Velocity,,HD 189567 c,33.688,
4356,Transit,,Kepler-671 b,4.28095859,2.69
4357,Transit,,Kepler-673 b,3.72873109,6.54
4358,Transit,,Kepler-683 b,2.53918318,1.97
4359,Transit,,Kepler-682 b,12.61190667,7.37
4360,Transit,,Kepler-463 b,8.98101683,3.05
4361,Transit,,Kepler-1554 b,198.088774,2.9
4362,Transit,,Kepler-1328 b,4.52158888,0.98
4363,Transit,,Kepler-698 b,16.32976218,3.68
4364,Transit,,Kepler-473 b,14.55731705,4.08
4365,Transit,,Kepler-588 b,4.22162536,2.63
4366,Transit,,Kepler-1150 b,2.78786839,1.02
4367,Transit,,Kepler-321 c,13.093921,2.32
4368,Transit,,Kepler-294 b,3.701212,1.77
4369,Transit,,Kepler-866 b,2.61703254,1.63
4370,Transit,,Kepler-329 c,18.684737,1.93
4371,Transit,,Kepler-335 b,6.562331,3.39
4372,Transit,,Kepler-219 c,22.714613,3.58
4373,Transit,,Kepler-554 b,1.90220856,4.29
4374,Imaging,7300.0,HIP 78530 b,,
4375,Transit,5.9,Kepler-79 c,27.4029,3.72
4376,Transit,,Kepler-1565 b,1.53818844,1.19
4377,Transit,,Kepler-1198 b,7.6847716,1.47
4378,Transit,,Kepler-1398 b,2.78815679,0.9
4379,Transit,,Kepler-313 c,32.273273,2.57
4380,Transit,,Kepler-316 b,2.240508,1.06
4381,Transit,,Kepler-319 b,4.362705,1.63
4382,Transit,,Kepler-325 c,12.762172,2.54
4383,Transit,,Kepler-256 b,1.620493,1.59
4384,Transit,,Kepler-137 b,8.436387,1.47
4385,Transit,,Kepler-142 b,2.024152,1.99
4386,Transit,,Kepler-142 d,41.809118,2.16
4387,Transit,,Kepler-1045 b,26.41045478,2.69
4388,Transit,,Kepler-963 b,9.97683705,2.66
4389,Transit,,Kepler-1101 b,81.3151059,2.47
4390,Transit,,Kepler-801 b,11.41928253,2.0
4391,Transit,,Kepler-797 b,27.07237711,2.17
4392,Transit,,Kepler-984 b,43.0342272,2.12
4393,Transit,,Kepler-203 b,3.162697,2.57
4394,Transit,,Kepler-206 c,13.137471,1.77
4395,Transit,,Kepler-144 b,5.885273,1.33
4396,Transit,,Kepler-212 c,31.805174,2.74
4397,Transit,,Kepler-252 c,10.848463,2.15
4398,Transit,,Kepler-215 d,30.864423,2.39
4399,Transit,,Kepler-256 c,3.38802,2.15
4400,Transit,,Kepler-217 b,5.374943,2.23
4401,Transit,,Kepler-794 b,11.13125132,2.11
4402,Transit,,Kepler-790 b,13.73469807,2.18
4403,Transit,,Kepler-1012 b,5.50860439,1.29
4404,Transit,,Kepler-1134 b,17.13263989,2.64
4405,Transit,,Kepler-1071 b,6.1799844,2.38
4406,Transit,,Kepler-1397 b,47.449955,1.72
4407,Transit,,Kepler-1421 b,6.9131112,0.93
4408,Pulsar Timing,3.9,PSR B1257+12 d,98.2114,
4409,Transit,,Kepler-306 e,44.840975,2.27
4410,Transit,,Kepler-1472 b,38.1312831,1.9
4411,Transit,,Kepler-80 g,14.64558,1.13
4412,Transit,,Kepler-1391 b,54.4092333,1.68
4413,Transit,,Kepler-353 c,8.410894,1.38
4414,Transit,,Kepler-1529 b,5.33905686,2.1
4415,Transit,,Kepler-1048 b,6.92101021,1.61
4416,Transit,,Kepler-1377 b,0.74092842,1.25
4417,Transit,,Kepler-779 b,7.09714223,0.92
4418,Transit,,Kepler-271 b,10.43547805,1.23
4419,Transit,,Kepler-1143 b,2.88890485,1.67
4420,Transit,,Kepler-850 b,7.19303878,1.78
4421,Transit,,Kepler-188 b,2.061897,1.68
4422,Transit,,Kepler-367 b,37.815724,1.3
4423,Transit,,Kepler-355 c,25.762294,2.71
4424,Transit,,Kepler-356 c,13.121632,1.81
4425,Transit,,Kepler-189 b,10.399931,1.21
4426,Transit,,Kepler-122 e,37.993273,2.6
4427,Transit,,Kepler-215 c,14.667108,1.77
4428,Transit,,Kepler-369 b,2.732756,1.13
4429,Transit,,Kepler-374 d,5.028219,1.31
4430,Transit,,Kepler-629 b,7.2385854,1.38
4431,Transit,,Kepler-563 b,22.18432708,3.09
4432,Transit,,Kepler-614 b,14.03491514,2.39
4433,Transit,,Kepler-652 b,4.18200253,2.49
4434,Transit,,Kepler-1026 b,36.5156053,2.21
4435,Transit,6.93,Kepler-80 b,7.05246,2.67
4436,Transit,,Kepler-80 f,0.9867873,1.21
4437,Transit,,Kepler-296 b,10.864384,1.61
4438,Transit,,K2-283 b,1.921036,3.52
4439,Transit,,Kepler-1126 c,199.66876,1.45
4440,Transit,,Kepler-886 b,6.24146367,1.52
4441,Transit,,Kepler-883 b,12.98495573,1.78
4442,Transit,,Kepler-204 c,25.660593,1.79
4443,Transit,,Kepler-235 b,3.340222,2.23
4444,Imaging,6515.515,HIP 79098 AB b,,
4445,Microlensing,46.1,OGLE-2012-BLG-0026L b,,
4446,Transit,,Kepler-887 b,20.42228798,1.84
4447,Transit,,Kepler-344 b,21.963945,2.61
4448,Imaging,2860.0,ROXs 42 B b,,
4449,Transit,,Kepler-1078 b,3.00725242,1.9
4450,Transit,,Kepler-182 c,20.684342,3.43
4451,Transit,,Kepler-1632 b,448.303558,2.47
4452,Transit,,Kepler-1859 c,3.59645081,1.66
4453,Transit,,Kepler-1471 c,11.6044881,1.88
4454,Transit,,Kepler-708 b,3.16789194,2.93
4455,Transit,,Kepler-1082 b,1.5432066,1.12
4456,Transit,,Kepler-973 b,49.6077331,1.96
4457,Transit,,Kepler-895 b,2.80624233,1.54
4458,Transit,,Kepler-1059 b,3.76419105,1.73
4459,Transit,,Kepler-1196 b,66.1849031,2.23
4460,Transit,,Kepler-1487 b,7.31946363,2.13
4461,Transit,,Kepler-221 c,5.690586,2.93
4462,Transit,,Kepler-258 b,13.19722,4.06
4463,Transit,,Kepler-502 b,4.28686431,4.77
4464,Transit,,Kepler-1834 c,0.76669152,1.22
4465,Transit,,Kepler-740 b,3.58410122,4.57
4466,Transit,,Kepler-504 b,9.54927542,1.59
4467,Transit,,Kepler-240 c,7.953528,2.2
4468,Transit,,Kepler-657 b,24.54350418,3.52
4469,Transit,,Kepler-622 b,14.28226676,2.13
4470,Transit,,Kepler-638 b,6.07972888,1.83
4471,Transit,,Kepler-667 b,41.43962808,4.73
4472,Transit,,Kepler-571 b,4.79859939,2.64
4473,Transit,,Kepler-690 b,7.74809437,5.95
4474,Transit,,Kepler-986 b,56.4349938,2.36
4475,Transit,,Kepler-257 b,2.382667,2.61
4476,Transit,,Kepler-505 b,27.52197994,2.6
4477,Transit,,Kepler-327 b,2.549575,1.11
4478,Transit,,Kepler-1020 b,96.9151496,2.28
4479,Transit,,Kepler-872 b,2.57885507,1.99
4480,Transit,,Kepler-769 b,7.42608998,2.92
4481,Transit,,Kepler-764 b,7.33683936,1.64
4482,Transit,,Kepler-228 b,2.566546,1.53
4483,Transit,,Kepler-310 c,56.47542,3.38
4484,Transit,2161.244,Kepler-31 d,87.6451,3.9
4485,Transit,,Kepler-1118 b,38.6715075,2.74
4486,Transit,,Kepler-302 c,127.282184,12.45
4487,Transit,,Kepler-749 b,17.31716585,3.1
4488,Transit,,Kepler-1004 b,5.28789787,6.28
4489,Transit,7.44,Kepler-307 b,10.4208,2.43
4490,Transit,,Kepler-912 b,2.53475627,2.8
4491,Transit,,Kepler-555 b,16.21775407,2.83
4492,Transit,,Kepler-255 c,9.946047,2.99
4493,Transit,,Kepler-597 b,13.02365861,2.37
4494,Transit,,Kepler-475 b,3.10550819,2.49
4495,Transit,,Kepler-691 b,8.114379,2.09
4496,Radial Velocity,,HD 181433 b,9.3743,
4497,Radial Velocity,,HD 181433 c,962.0,
4498,Radial Velocity,,HD 181433 d,2172.0,
4499,Transit,,Kepler-146 b,31.158799,3.71
4500,Transit,,Kepler-275 c,16.088134,3.38
4501,Transit,,Kepler-864 c,2.42150341,1.62
4502,Transit,,Kepler-949 c,20.99757968,2.97
4503,Transit,,Kepler-609 b,6.52121067,3.35
4504,Pulsar Timing,0.02,PSR B1257+12 b,25.262,
4505,Transit,,Kepler-1098 b,2.54307286,1.3
4506,Transit,,Kepler-1386 b,6.73972381,1.24
4507,Transit,7.3,Kepler-289 b,34.545,2.15
4508,Transit,,Kepler-1121 b,13.15141081,1.91
4509,Transit,,Kepler-291 c,5.700786,1.88
4510,Transit,,Kepler-397 c,135.498527,6.18
4511,Transit,,Kepler-1136 b,2.36172433,1.64
4512,Transit,,Kepler-1192 b,25.2034787,2.36
4513,Transit,,Kepler-1616 b,6.76284377,1.02
4514,Transit,,Kepler-1617 b,27.4785572,1.2
4515,Transit,,Kepler-360 c,7.186434,2.1
4516,Transit,,Kepler-1637 b,6.10960324,0.89
4517,Transit,,Kepler-1644 b,21.0907758,1.88
4518,Transit,,Kepler-1138 b,3.17060005,1.7
4519,Transit,,Kepler-891 b,53.44945593,6.41
4520,Transit,,Kepler-839 b,37.8144514,2.57
4521,Transit,,Kepler-1002 b,4.33642933,1.71
4522,Microlensing,270.0,OGLE-2012-BLG-0026L c,,
4523,Transit,,Kepler-1629 b,3.87595807,0.77
4524,Transit,,Kepler-664 b,2.52559332,2.66
4525,Transit,,Kepler-1593 b,174.509835,3.17
4526,Transit,,Kepler-1609 b,114.34219,2.22
4527,Transit,,Kepler-431 c,8.703,0.668
4528,Transit,,Kepler-1445 b,10.60052251,0.96
4529,Transit,,Kepler-437 b,66.65062,2.14
4530,Transit,874.0,CoRoT-10 b,13.2406,10.87
4531,Radial Velocity,,HD 192263 b,24.3556,
4532,Transit,,Kepler-1635 b,469.63111,3.64
4533,Transit,,Kepler-1482 b,12.25383217,1.01
4534,Transit,,Kepler-903 c,62.9228557,2.53
4535,Transit,,Kepler-169 c,6.195469,1.21
4536,Transit,,Kepler-1270 b,6.03356196,3.32
4537,Transit,,Kepler-318 c,11.815007,3.68
4538,Transit,,Kepler-1376 b,5.30880656,1.05
4539,Transit,,Kepler-256 d,5.839172,2.48
4540,Transit,,Kepler-260 c,76.050178,1.74
4541,Transit,,Kepler-758 d,20.4966197,2.12
4542,Transit,,Kepler-359 c,57.68802,4.3
4543,Transit,,Kepler-182 b,9.825792,2.58
4544,Transit,,Kepler-266 c,107.723601,3.89
4545,Transit,,Kepler-1369 b,25.873148,2.69
4546,Transit,,Kepler-1105 b,4.42157218,2.01
4547,Transit,,Kepler-115 b,2.403679,1.09
4548,Transit,,Kepler-1371 b,3.4462039,0.73
4549,Transit,,Kepler-341 b,5.195528,1.18
4550,Transit,,Kepler-190 c,3.763024,1.46
4551,Transit,,Kepler-1296 b,8.3839865,0.91
4552,Transit,,Kepler-1298 b,7.12811928,1.31
4553,Transit,,Kepler-150 b,3.428054,1.25
4554,Transit,,Kepler-1463 b,25.15864,1.86
4555,Transit,,Kepler-813 b,19.12947337,2.14
4556,Transit,,Kepler-1495 b,85.273256,2.94
4557,Transit,,Kepler-1496 b,64.6588017,2.22
4558,Transit,,Kepler-1548 b,124.828679,2.64
4559,Transit,,Kepler-1551 b,24.4973698,2.66
4560,Transit,,Kepler-990 c,0.53835431,1.53
4561,Transit,,Kepler-332 c,15.995622,1.09
4562,Transit,,Kepler-1217 b,2.03232507,1.99
4563,Transit,,Kepler-1222 b,1.91694425,0.79
4564,Transit,,Kepler-1598 b,4.34195123,0.95
4565,Transit,,Kepler-1367 b,1.57409027,0.92
4566,Transit,,Kepler-620 b,12.91375431,3.32
4567,Transit,,Kepler-625 b,7.75192492,1.99
4568,Transit,,Kepler-693 b,15.37563332,10.18
4569,Transit,,Kepler-1559 b,0.97191543,0.72
4570,Transit,,Kepler-288 d,56.633742,2.67
4571,Transit,,Kepler-549 d,24.61480613,4.2
4572,Transit,,Kepler-1567 b,153.979578,2.73
4573,Transit,,Kepler-531 b,29.88485741,2.78
4574,Transit,,Kepler-386 b,12.31043,1.39
4575,Transit,,Kepler-1834 b,4.60301018,1.459
4576,Transit,,Kepler-1669 c,1.60932005,1.901
4577,Transit,,Kepler-748 b,7.40742793,2.52
4578,Transit,,Kepler-1573 b,2.6157554,1.2
4579,Transit,,Kepler-404 c,14.751166,1.72
4580,Transit,,Kepler-446 d,5.148921,1.35
4581,Transit,,Kepler-1521 b,47.14840805,2.5
4582,Transit,,K2-350 b,4.163873,1.54
4583,Imaging,953.48522,HD 169142 b,,
4584,Transit,,Kepler-1580 b,56.6449279,2.11
4585,Transit,,Kepler-1584 b,13.3997099,1.61
4586,Transit,,Kepler-603 b,21.05358596,2.65
4587,Transit,,Kepler-255 d,1.04562266,1.32
4588,Transit,,Kepler-191 b,9.939632,1.34
4589,Transit,,Kepler-1498 b,48.051405,1.33
4590,Transit,,Kepler-964 b,13.5225106,2.12
4591,Transit,,Kepler-1669 d,4.72941177,1.22
4592,Transit,,Kepler-164 e,94.886902,4.24
4593,Transit,,Kepler-1481 b,5.94220998,1.23
4594,Transit,,Kepler-1052 c,180.921729,2.3
4595,Transit,,Kepler-1859 b,2.72959995,1.583
4596,Transit,,Kepler-154 c,62.303276,2.95
4597,Transit,,Kepler-181 b,3.137873,1.27
4598,Transit,,Kepler-1894 c,5.05368985,1.21
4599,Transit,,Kepler-1487 c,35.8007112,7.97
4600,Transit,,Kepler-416 d,3.07644709,1.61
4601,Transit,,Kepler-1921 c,3.15722086,1.41
4602,Transit,,Kepler-1558 b,3.50470358,0.68
4603,Transit,,Kepler-697 b,3.70987065,4.13
4604,Transit,,Kepler-1214 b,18.82634264,2.36
4605,Transit,,Kepler-200 c,10.222157,1.59
4606,Transit,,Kepler-135 c,11.448708,1.16
4607,Transit,,Kepler-603 c,127.9075774,6.5
4608,Transit,,K2-277 b,6.326763,2.07
4609,Transit,,Kepler-171 b,4.166972,2.34
4610,Transit,,Kepler-704 b,3.76182115,2.61
4611,Transit,,Kepler-172 b,2.940309,2.35
4612,Transit,,Kepler-122 b,5.766193,2.34
4613,Transit,,Kepler-83 d,5.169796,1.94
4614,Transit,,Kepler-489 b,17.27629612,7.72
4615,Transit,,Kepler-286 d,5.914323,1.33
4616,Transit,,Kepler-253 b,3.783986,1.63
4617,Transit,,Kepler-547 b,6.01038429,4.0
4618,Transit,483.0,Kepler-1647 b,1107.5923,11.874
4619,Transit,,Kepler-170 c,16.665863,2.86
4620,Transit,,Kepler-915 b,4.59489604,1.5
4621,Transit,,Kepler-787 b,0.9283105,1.28
4622,Transit,,Kepler-786 b,53.5293487,2.43
4623,Transit,,Kepler-519 b,24.3078946,2.1
4624,Transit,,Kepler-235 e,46.183669,2.22
4625,Transit,,Kepler-881 b,4.44448017,1.78
4626,Transit,,Kepler-174 b,13.98179,1.96
4627,Transit,,Kepler-878 b,25.9422033,1.93
4628,Transit,,Kepler-908 b,1.34059747,1.22
4629,Transit,327.351,OGLE-TR-211 b,3.67724,15.244
4630,Transit,,Kepler-187 c,10.640263,2.67
4631,Transit,,K2-411 b,3.2141,0.99
4632,Transit,,Kepler-149 b,29.198943,4.21
4633,Pulsar Timing,4.3,PSR B1257+12 c,66.5419,
4634,Microlensing,480.0,MOA-2010-BLG-477L b,,
4635,Transit,,Kepler-173 c,8.005777,2.43
4636,Transit,,Kepler-241 b,12.718092,2.33
4637,Transit,584.78,Kepler-117 c,50.790391,12.341
4638,Transit,,K2-239 c,7.775,1.0
4639,Transit,,Kepler-700 b,80.8720639,5.99
4640,Transit,,Kepler-168 c,13.193242,2.69
4641,Transit,270.1555,CoRoT-29 b,2.85057,10.088
4642,Transit,,Kepler-953 b,88.40655258,4.21
4643,Transit,,Kepler-272 c,6.057342,1.79
4644,Transit,,Kepler-751 b,17.44490636,2.46
4645,Transit,,Kepler-1051 b,25.96200249,3.4
4646,Transit,,Kepler-617 b,1.68269615,1.32
4647,Transit,,Kepler-226 c,5.349555,2.27
4648,Transit,,Kepler-844 b,2.61302086,1.68
4649,Transit,,Kepler-843 b,2.05387982,2.59
4650,Transit,,Kepler-178 d,96.678988,3.95
4651,Transit,,Kepler-837 b,16.56059504,2.56
4652,Transit,,Kepler-161 b,4.921355,2.12
4653,Transit,,Kepler-232 b,4.431222,3.08
4654,Transit,,Kepler-1057 b,14.08827448,3.36
4655,Transit,,Kepler-1314 b,5.42474928,5.11
4656,Transit,,Kepler-717 b,4.40840023,2.42
4657,Transit,,Kepler-812 b,10.11716531,3.55
4658,Transit,,Kepler-680 b,3.68992629,2.42
4659,Transit,,Kepler-244 d,20.050401,2.31
4660,Transit,,Kepler-803 b,50.28638192,3.79
4661,Transit,,Kepler-602 b,15.28469497,2.09
4662,Transit,,Kepler-712 b,21.02247699,3.41
4663,Transit,,Kepler-734 b,6.10485286,3.56
4664,Transit,,Kepler-562 b,18.00931444,5.21
4665,Transit,,Kepler-279 b,12.309681,3.62
4666,Transit,,Kepler-890 b,52.75875577,8.89
4667,Transit,,Kepler-765 b,27.6655226,2.43
4668,Transit,,Kepler-343 b,8.96855,2.41
4669,Transit,,Kepler-184 d,29.022358,2.49
4670,Transit,,Kepler-192 b,9.926746,2.74
4671,Transit,,Kepler-612 b,3.72215641,2.84
4672,Transit,,Kepler-31 b,20.8613,5.5
4673,Transit,,Kepler-733 b,20.83424726,2.82
4674,Transit,,Kepler-926 b,52.0688601,2.31
4675,Transit,,Kepler-263 b,16.568087,2.67
4676,Transit,,Kepler-904 b,3.02166863,1.77
4677,Transit,,Kepler-315 b,96.101141,3.77
4678,Transit,,Kepler-757 b,1.02267882,1.36
4679,Transit,,Kepler-930 b,71.4517775,2.13
4680,Transit,,Kepler-560 b,18.47764449,1.72
4681,Transit,,Kepler-302 b,30.184104,4.06
4682,Transit,,Kepler-728 b,5.74347727,3.34
4683,Transit,,Kepler-322 c,4.337234,1.67
4684,Transit,,Kepler-975 c,5.05821338,10.69
4685,Transit,,Kepler-656 c,5.25449393,1.41
4686,Transit,,Kepler-1332 b,11.87456832,1.37
4687,Transit,,Kepler-226 d,8.109044,1.22
4688,Transit,,Kepler-1362 b,136.205626,2.6
4689,Transit,,Kepler-256 e,10.681572,2.35
4690,Transit,,Kepler-1373 b,1.29123275,1.16
4691,Transit,,Kepler-308 c,15.38231,2.16
4692,Transit,,Kepler-373 b,5.535309,1.36
4693,Transit,,Kepler-1147 b,10.62784997,2.61
4694,Transit,,Kepler-387 b,6.791636,1.03
4695,Transit,,Kepler-1245 b,4.35409304,1.44
4696,Transit,,Kepler-123 c,26.695074,1.48
4697,Transit,,Kepler-175 c,34.035257,3.1
4698,Transit,,Kepler-282 b,9.220524,1.01
4699,Transit,,Kepler-1158 b,13.5396293,2.34
4700,Transit,,Kepler-1159 b,22.70816791,2.37
4701,Transit,,Kepler-255 b,5.714606,1.55
4702,Transit,,Kepler-401 c,47.318218,2.15
4703,Transit,,Kepler-185 b,1.6329,1.17
4704,Transit,,Kepler-311 d,232.040326,2.05
4705,Transit,,Kepler-1179 b,2.68505749,1.32
4706,Transit,,Kepler-1076 b,6.14727918,0.8
4707,Transit,,Kepler-1030 b,19.32952416,2.48
4708,Transit,,Kepler-1088 b,23.12748644,1.42
4709,Transit,,Kepler-336 c,9.600001,2.1
4710,Transit,,Kepler-342 d,39.459357,2.49
4711,Transit,,Kepler-1169 b,6.11009134,0.94
4712,Transit,,Kepler-377 c,27.014976,2.06
4713,Transit,,Kepler-283 c,92.743711,1.82
4714,Transit,,Kepler-187 b,4.938864,1.41
4715,Transit,,Kepler-355 b,11.03189,1.46
4716,Transit,,Kepler-1257 b,2.66831376,1.52
4717,Transit,,Kepler-299 e,38.285489,1.87
4718,Transit,,KIC 9663113 b,572.3847,4.6
4719,Transit,,Kepler-363 c,7.542427,1.69
4720,Transit,,Kepler-1007 b,5.18500207,1.44
4721,Transit,,Kepler-1084 b,2.05333679,1.11
4722,Transit,,Kepler-301 c,5.419026,1.35
4723,Transit,,Kepler-1152 b,1.64680191,0.87
4724,Transit,,Kepler-326 b,2.248329,1.52
4725,Transit,,Kepler-1131 b,3.53232449,1.59
4726,Transit,,Kepler-1213 b,5.34982412,1.19
4727,Transit,,Kepler-382 b,5.262155,1.32
4728,Transit,,Kepler-1043 b,38.5053398,2.55
4729,Transit,,Kepler-981 b,4.46975774,2.31
4730,Transit,,Kepler-1324 b,4.11584468,1.51
4731,Transit,,Kepler-208 c,7.466623,1.39
4732,Transit,,Kepler-364 c,59.980627,2.15
4733,Transit,,Kepler-1203 b,0.58800076,1.06
4734,Transit,,Kepler-292 e,11.97901,2.67
4735,Transit,,Kepler-203 d,11.32972,1.44
4736,Transit,,Kepler-212 b,16.257582,1.09
4737,Transit,,Kepler-1340 b,0.66502692,1.55
4738,Transit,,Kepler-1344 b,4.7683049,1.84
4739,Transit,,Kepler-1133 b,11.55562343,1.97
4740,Transit,,Kepler-956 b,5.24867263,3.0
4741,Transit,,Kepler-1224 b,13.32351601,1.33
4742,Imaging,3496.0,HD 106906 b,,
4743,Transit,,Kepler-1556 b,8.82713457,1.96
4744,Transit,,Kepler-365 c,17.784129,1.64
4745,Transit,,Kepler-1425 b,14.4541302,0.94
4746,Transit,,Kepler-150 f,637.2093,3.64
4747,Transit,,Kepler-1571 b,3.38555488,1.52
4748,Transit,,Kepler-1577 b,6.30560247,1.13
4749,Transit,,Kepler-389 c,14.51143,1.46
