,disc_year,discoverymethod,pl_name,pl_orbper,pl_rade
2749,2009,Radial Velocity,HD 8673 b,1644.69097,
2750,2022,Radial Velocity,HD 97037 b,6449.08337,
2751,2002,Radial Velocity,14 Her b,1765.0389,
2752,2018,Transit,HD 1397 b,11.53533,11.5
2753,2020,Microlensing,OGLE-2018-BLG-1269L b,,
2754,2021,Radial Velocity,HD 213472 b,17000.0,
2755,2024,Radial Velocity,TOI-238 c,8.465651,2.18
2756,2023,Microlensing,KMT-2019-BLG-0298L b,,
2757,2023,Transit,TOI-3807 b,2.8989727,18.495
2758,2022,Microlensing,OGLE-2018-BLG-1212L b,,
2759,2022,Microlensing,OGLE-2018-BLG-1126L b,,
2760,2024,Transit,TOI-3321 b,3.6525145,15.558
2761,2023,Transit,TOI-4201 b,3.5819194,13.675
2762,2003,Radial Velocity,HD 190360 b,2854.0,
2763,2017,Radial Velocity,YZ Cet c,3.05989,
2764,2017,Transit,CoRoTID 223977153 b,6.71837,6.389
2765,2024,Transit,TOI-654.01,1.5275657,2.371
2766,2009,Radial Velocity,CoRoT-7 c,3.698,
2767,2009,Transit,CoRoT-7 b,0.85359163,1.681
2768,2022,Microlensing,OGLE-2014-BLG-0319L b,,
2769,2022,Radial Velocity,CoRoT-7 d,8.966,
2770,2020,Radial Velocity,HIP 107772 b,55.199,
2771,2023,Imaging,WISE J033605.05-014350.4 b,2560.0,
2772,2021,Transit,TOI-1749 c,4.4929,2.12
2773,2023,Microlensing,KMT-2019-BLG-1216L b,,
2774,2023,Microlensing,KMT-2019-BLG-2783L b,,
2775,2023,Microlensing,OGLE-2019-BLG-0249L b,,
2776,2023,Microlensing,OGLE-2019-BLG-0679L b,,
2777,2023,Microlensing,KMT-2022-BLG-0440L b,,
2778,2023,Radial Velocity,HD 18438 b,803.0,
2779,2014,Radial Velocity,Kapteyn c,121.54,
2780,2014,Radial Velocity,HIP 105854 b,184.2,
2781,2014,Microlensing,OGLE-2013-BLG-0341L B b,,
2782,2012,Radial Velocity,HD 98649 b,5697.3043,
2783,2004,Radial Velocity,HD 208487 b,130.08,
2784,2000,Radial Velocity,HD 27442 b,428.1,
2785,2009,Radial Velocity,HD 89307 b,2166.0,
2786,2009,Radial Velocity,HD 87883 b,3309.22118,
2787,2012,Radial Velocity,HD 166724 b,5144.0,
2788,2012,Radial Velocity,HD 220689 b,2266.4,
2789,2020,Radial Velocity,HIP 4845 b,34.15,
2790,2016,Microlensing,OGLE-2015-BLG-0966L b,,
2791,2022,Transit,TOI-1695 b,3.1342791,1.9
2792,2022,Transit,TOI-4329 b,2.9223,16.813
2793,2022,Transit,TOI-1452 b,11.06201,1.672
2794,2021,Transit,TOI-1278 b,14.47567,12.218
2795,2020,Radial Velocity,GJ 2056 b,69.971,
2796,2023,Transit,TOI-2134 b,9.2292005,2.69
2797,2020,Radial Velocity,HIP 48714 b,17.818,
2798,2020,Radial Velocity,GJ 687 c,727.562,
2799,2021,Radial Velocity,HD 141004 b,15.5083,
2800,2022,Radial Velocity,TYC 2187-512-1 b,691.9,
2801,2020,Transit,HATS-38 b,4.375021,6.882
2802,2022,Microlensing,KMT-2021-BLG-0320L b,,
2803,2022,Microlensing,KMT-2021-BLG-1303L b,,
2804,2018,Microlensing,KMT-2016-BLG-1820L b,,
2805,2022,Transit,TOI-3331 A b,2.0180231,12.98
2806,2022,Transit,TOI-1516 b,2.056014,15.244
2807,2023,Transit,TOI-5293 A b,2.930289,11.9
2808,2022,Transit,TOI-3693 b,9.088516,12.599
2809,2005,Radial Velocity,HD 149026 b,2.87589,8.295
2810,2023,Transit,TOI-4791 b,4.28088,12.442
2811,2023,Radial Velocity,HD 88986 b,146.05,2.49
2812,2024,Transit,TOI-3894 b,4.33454,15.278
2813,2023,Transit,TOI-3912 b,3.4936264,14.28
2814,2023,Transit,TOI-4087 b,3.1774835,13.047
2815,2007,Transit,HAT-P-2 b,5.6335158,
2816,2018,Transit,NGTS-2 b,4.511164,17.878
2817,2019,Transit,Qatar-9 b,1.540731,11.31
2818,2022,Microlensing,OGLE-2018-BLG-0932L b,,
2819,2024,Transit,NGTS-30 b,98.29838,10.402
2820,2022,Microlensing,OGLE-2018-BLG-1647L b,,
2821,2024,Radial Velocity,HD 104067 c,13.8992,
2822,2023,Transit,TOI-3976 A b,6.607662,12.274
2823,2022,Transit,TOI-4137 b,3.8016122,13.574
2824,2023,Transit,TOI-4145 A b,4.0664428,13.305
2825,2021,Transit,NGTS-14 A b,3.5357173,4.977
2826,2024,Transit,TOI-3071 b,1.266938,7.16
2827,2018,Microlensing,KMT-2016-BLG-2142L b,,
2828,2022,Microlensing,OGLE-2018-BLG-1367L b,,
2829,2023,Transit,TOI-3235 b,2.59261842,11.4
2830,2022,Transit,NGTS-21 b,1.5433897,14.908
2831,2022,Transit,NGTS-23 b,4.0764326,14.202
2832,2021,Transit,HAT-P-58 b,4.0138379,14.93
2833,2024,Transit,NGTS-26 b,4.5199279,14.886
2834,2019,Transit,NGTS-4 b,1.3373508,3.18
2835,2022,Transit,TOI-1288 b,2.6998279,4.968
2836,2023,Transit,TOI-2145 b,10.261127,12.419
2837,2023,Transit,TOI-2842 b,3.5514058,12.845
2838,2023,Transit,TOI-2977 b,2.3505614,13.159
2839,2024,Transit,TOI-5616 b,2.002849,10.78
2840,2019,Transit,HATS-54 b,2.5441765,11.377
2841,2008,Radial Velocity,HD 139357 b,1124.79139,
2842,2023,Transit,TOI-3819 b,3.2443141,13.137
2843,2022,Transit,TOI-1136 g,39.545,
2844,2014,Transit,HAT-P-45 b,3.128992,15.984
2845,2019,Transit,TOI-125 b,4.65382,2.726
2846,2009,Radial Velocity,HD 126614 b,1257.25303,
2847,2022,Radial Velocity,HD 105618 b,10.02245,
2848,2009,Radial Velocity,HD 125612 d,2822.72698,
2849,2024,Radial Velocity,Teegarden's Star d,26.13,
2850,2012,Transit,WASP-62 b,4.41195,14.796
2851,2014,Transit,HAT-P-46 b,4.463129,14.392
2852,2020,Transit,TOI-125 d,19.98,2.93
2853,2021,Transit,TOI-178 e,9.961881,2.207
2854,2022,Transit,GJ 3929 b,2.616235,1.09
2855,2022,Radial Velocity,HD 156098 c,7841.5839,
2856,2022,Radial Velocity,HD 25912 b,41.83156,
2857,2022,Radial Velocity,HD 93351 c,14010.2941,
2858,2022,Radial Velocity,HD 203387 c,2481.07227,
2859,2015,Radial Velocity,HIP 65891 b,1079.55726,
2860,2017,Radial Velocity,HD 27894 d,5019.54244,
2861,2007,Radial Velocity,HD 125612 b,557.69994,
2862,2022,Radial Velocity,HD 153557 d,40654.64809,
2863,2012,Radial Velocity,GJ 676 A d,3.60076,
2864,2022,Radial Velocity,HD 151450 b,21.89288,
2865,2022,Radial Velocity,GJ 2030 b,2.38129,
2866,2022,Radial Velocity,HD 18143 b,10.2851,
2867,2022,Radial Velocity,HD 144899 b,40.43914,
2868,2022,Radial Velocity,HD 12235 c,36336.70679,
2869,2023,Radial Velocity,BD-210397 b,1891.0,
2870,2023,Radial Velocity,BD-210397 c,6240.0,
2871,2016,Radial Velocity,HD 219828 c,4789.87297,
2872,2023,Transit,TOI-784 b,2.7970365,1.93
2873,2007,Radial Velocity,HD 4113 b,526.5239,
2874,2022,Radial Velocity,HD 28185 c,17417.92079,
2875,2007,Radial Velocity,HD 17156 b,21.21663,12.33
2876,2021,Transit,HD 207897 b,16.20166,2.343
2877,2020,Transit,NGTS-12 b,7.532806,11.747
2878,2024,Radial Velocity,HS Psc b,3.986,
2879,2021,Transit,NGTS-16 b,4.84532,14.572
2880,2023,Transit,TOI-3023 b,3.9014971,16.432
2881,2017,Transit,KELT-12 b,5.031623,19.952
2882,2022,Microlensing,OGLE-2017-BLG-1691L b,,
2883,2022,Microlensing,KMT-2021-BLG-1554L b,,
2884,2015,Transit,HAT-P-53 b,1.9616241,14.773
2885,2019,Transit,NGTS-9 b,4.43527,11.994
2886,2023,Radial Velocity,L 363-38 b,8.781,
2887,2019,Transit,NGTS-5 b,3.3569866,12.733
2888,2023,Radial Velocity,TOI-1736 c,571.25,
2889,2021,Transit,TOI-178 b,1.914558,1.152
2890,2021,Transit,TOI-178 g,20.7095,2.87
2891,2010,Transit,CoRoT-11 b,2.99433,16.03
2892,2023,Transit,TOI-2525 c,49.2519,10.133
2893,2023,Transit,TOI-4600 c,482.8191,9.42
2894,2021,Transit,TOI-178 f,15.231915,2.287
2895,2021,Transit,HAT-P-63 b,3.377728,12.543
2896,2024,Transit Timing Variations,TOI-1408 c,2.1664,2.22
2897,2023,Transit,TOI-2018 b,7.435583,2.268
2898,2024,Transit,TOI-1437 b,18.840942,2.24
2899,2021,Transit,TOI-1201 b,2.4919863,2.415
2900,2020,Transit,TOI-942 b,4.32421,3.89
2901,2020,Transit,TOI-942 c,10.156272,4.67
2902,2023,Imaging,HIP 99770 b,18600.0,
2903,2016,Transit,WASP-119 b,2.49979,15.693
2904,2000,Radial Velocity,HD 38529 c,2127.60566,
2905,2003,Radial Velocity,HD 74156 b,51.63564,
2906,2022,Radial Velocity,HD 115404 A b,10.49488,
2907,2022,Radial Velocity,HD 13724 c,142.22895,
2908,2022,Radial Velocity,HD 156098 b,21.85849,
2909,2022,Radial Velocity,HD 12235 b,4.36305,
2910,2022,Radial Velocity,HD 153557 b,7.29903,
2911,2022,Radial Velocity,HD 155918 b,1.87567,
2912,1998,Radial Velocity,HD 168443 b,58.11187,
2913,2008,Radial Velocity,HD 183263 c,4667.97841,
2914,2022,Radial Velocity,HD 217786 c,2.52221,
2915,2010,Radial Velocity,HD 43197 b,308.92072,
2916,2022,Radial Velocity,HD 127506 b,65.78395,
2917,2012,Radial Velocity,GJ 676 A e,35.47358,
2918,2007,Radial Velocity,HD 219828 b,3.83483,
2919,2022,Radial Velocity,HD 122562 c,84.96276,
2920,2022,Radial Velocity,HD 203387 b,512.5352,
2921,2016,Radial Velocity,HD 30177 c,12085.45186,
2922,2019,Radial Velocity,HD 181234 b,7593.40512,
2923,2022,Radial Velocity,HD 81817 c,622.97802,
2924,2004,Radial Velocity,HD 183263 b,624.87404,
2925,2021,Radial Velocity,HIP 56640 b,2675.57603,
2926,2021,Radial Velocity,HD 145675 c,15732.45889,
2927,2022,Radial Velocity,HD 93351 b,2.45946,
2928,2020,Radial Velocity,HD 81817 b,1021.20159,
2929,2022,Radial Velocity,HD 43197 c,9295.9735,
2930,2011,Radial Velocity,HD 217786 b,1301.36009,
2931,2021,Radial Velocity,HD 66428 c,10478.84437,
2932,2022,Transit,HD 73583 b,6.398042,2.79
2933,2022,Transit,HD 73583 c,18.87974,2.39
2934,2023,Radial Velocity,Wolf 1069 b,15.564,
2935,2018,Radial Velocity,gam Lib c,966.49,
2936,2017,Radial Velocity,HD 147379 b,86.58,
2937,2012,Radial Velocity,nu Oph b,529.93,
2938,2010,Radial Velocity,HD 180314 b,394.73,
2939,2017,Radial Velocity,HD 208897 b,358.27,
2940,2016,Radial Velocity,HD 47366 c,677.53,
2941,2015,Radial Velocity,HD 219134 c,6.76458,1.511
2942,2007,Radial Velocity,11 Com b,323.21,
2943,2010,Transit,HAT-P-23 b,1.212884,15.334
2944,2007,Radial Velocity,kap CrB b,1253.68,
2945,2020,Transit,LTT 9779 b,0.792052,4.72
2946,2024,Transit,TOI-286 c,39.361826,1.88
2947,2024,Transit,TIC 4672985 b,69.048,11.5
2948,2012,Transit,HAT-P-43 b,3.3326414,13.63
2949,2010,Transit,WASP-33 b,1.21987,17.856
2950,2013,Radial Velocity,HD 113337 b,317.58639,
2951,2023,Transit,TOI-1408 b,4.42587,25.0
2952,2007,Transit,TrES-3 b,1.30618581,14.975
2953,2021,Orbital Brightness Modulation,KIC 5479689 b,1.701531,
2954,2014,Radial Velocity,BD-11 4672 b,1634.0,
2955,2022,Astrometry,GJ 896 A b,284.39,
2956,2019,Transit,HR 858 b,3.58599,2.085
2957,2022,Transit,TOI-206 b,0.7363104,1.3
2958,2023,Transit,TOI-3364 b,5.8768918,12.229
2959,2009,Radial Velocity,HD 215497 b,3.93404,
2960,2001,Radial Velocity,HD 114783 b,493.7,
2961,2023,Radial Velocity,HD 75302 b,4356.0,
2962,2019,Radial Velocity,HD 136352 b,11.57797,1.664
2963,2019,Radial Velocity,HD 136352 c,27.59221,2.916
2964,2019,Radial Velocity,HD 136352 d,107.245,2.562
2965,2014,Transit,CoRoT-27 b,3.57532,11.287
2966,2022,Microlensing,KMT-2021-BLG-0119L b,,
2967,2022,Microlensing,KMT-2021-BLG-0192L b,,
2968,2022,Microlensing,KMT-2021-BLG-2294L b,,
2969,2013,Transit,CoRoT-25 b,4.86069,12.11
2970,2024,Radial Velocity,NGC 2682 Sand 1429 b,77.48,
2971,2023,Transit,TOI-2498 b,3.738252,6.06
2972,2019,Transit,KELT-24 b,5.55149296,12.711
2973,2023,Transit,TOI-2497 b,10.655669,11.142
2974,2016,Radial Velocity,HD 47366 b,360.08,
2975,2018,Radial Velocity,gam Lib b,414.88,
2976,2019,Radial Velocity,HD 125390 b,1757.39151,
2977,2009,Radial Velocity,HD 180902 b,510.9,
2978,2016,Transit,HATS-34 b,2.1061607,16.029
2979,2015,Transit,HATS-7 b,3.185315,6.311
2980,2023,Transit,TOI-908 b,3.183792,3.186
2981,2018,Transit,WASP-165 b,3.465509,14.123
2982,2023,Microlensing,KMT-2021-BLG-1547L b,,
2983,2020,Radial Velocity,HIP 38594 b,60.722,
2984,2010,Radial Velocity,HD 44219 b,472.0,
2985,2023,Transit,TOI-244 b,7.397225,1.52
2986,2022,Radial Velocity,HD 140901 b,9.02378,
2987,2022,Radial Velocity,HD 140901 c,14386.0,
2988,2022,Transit,TOI-544 b,1.548352,2.018
2989,2023,Radial Velocity,TOI-544 c,50.089,
2990,2023,Transit,HD 110067 b,9.113678,2.2
2991,2023,Transit,HD 110067 c,13.673694,2.388
2992,2023,Transit,HD 110067 d,20.519617,2.852
2993,2023,Transit,HD 110067 e,30.793091,1.94
2994,2023,Transit,HD 110067 f,41.05854,2.601
2995,2023,Transit,HD 110067 g,54.76992,2.607
2996,2022,Radial Velocity,HD 62364 c,74839.94555,
2997,2021,Transit,WASP-110 b,3.77840121,13.877
2998,2023,Microlensing,KMT-2022-BLG-0371L b,,
2999,2018,Transit,HATS-44 b,2.7439004,11.96
3000,2021,Radial Velocity,HD 95735 c,2946.0,
3001,2022,Transit,TOI-2136 b,7.851928,2.19
3002,2022,Transit,TOI-1442 b,0.4090677,1.17
3003,2015,Radial Velocity,8 UMi b,93.4,
3004,2023,Transit,TOI-622 b,6.402513,9.236
3005,2024,Transit,Gliese 12 b,12.761408,0.958
3006,2023,Transit,TOI-5126 b,5.4588385,4.74
3007,2020,Radial Velocity,GJ 3473 c,15.509,
3008,2022,Transit,TOI-500 b,0.548177,1.166
3009,2022,Transit,TOI-1107 b,4.0782387,14.572
3010,2022,Radial Velocity,TOI-500 c,6.6356,
3011,2022,Transit,HD 28109 d,84.25999,3.25
3012,2022,Microlensing,MOA-2019-BLG-008L b,,
3013,2014,Transit,WASP-106 b,9.28971,11.433
3014,2023,Transit,TOI-4127 b,56.39879,12.285
3015,2020,Transit,TOI-763 b,5.6057,2.28
3016,2009,Radial Velocity,HD 171238 b,1532.0,
3017,2022,Transit,NGTS-20 b,54.18915,11.994
3018,2020,Transit,TOI-132 b,2.1097019,3.42
3019,2021,Transit,HD 110082 b,10.18271,3.2
3020,2008,Transit,CoRoT-4 b,9.20205,13.34
3021,2022,Transit,TOI-1136 c,6.2574,
3022,2024,Transit,TOI-1439 b,27.644,4.243
3023,2021,Radial Velocity,HD 109286 b,520.1,
3024,2020,Transit,HATS-49 b,4.1480467,8.575
3025,2021,Transit,GJ 367 b,0.3219225,0.699
3026,2021,Transit,TOI-628 b,3.4095675,11.882
3027,2023,Transit,HD 15906 b,10.924709,2.24
3028,2022,Transit,TOI-712 b,9.531361,2.049
3029,2023,Transit,TOI-1052 b,9.139703,2.87
3030,2024,Radial Velocity,HD 222237 b,14892.0,
3031,2009,Transit,WASP-6 b,3.36101,11.545
3032,2022,Transit,TOI-5153 b,20.33003,11.882
3033,2022,Transit,TOI-712 c,51.69906,2.701
3034,2014,Radial Velocity,GJ 687 b,38.142,
3035,2000,Radial Velocity,eps Eri b,2671.0,
3036,2004,Transit,OGLE-TR-113 b,1.4324752,12.251
3037,2022,Radial Velocity,KIC 3526061 b,3552.0,
3038,2022,Radial Velocity,HD 184010 b,286.6,
3039,2022,Radial Velocity,HD 184010 c,484.3,
3040,2022,Radial Velocity,HD 184010 d,836.4,
3041,2019,Radial Velocity,GJ 3512 b,203.69,
3042,2023,Microlensing,KMT-2021-BLG-2478L b,,
3043,2017,Transit,Qatar-6 b,3.506195,11.904
3044,2016,Transit,WASP-139 b,5.924262,8.967
3045,2020,Radial Velocity,GJ 3512 c,1599.6,
3046,2021,Radial Velocity,HD 27969 b,654.5,
3047,2020,Transit,TOI-763 c,12.2737,2.63
3048,2022,Microlensing,KMT-2021-BLG-1253L b,,
3049,2022,Microlensing,KMT-2019-BLG-2974L b,,
3050,2022,Transit,TOI-2081 b,10.50534,2.04
3051,2001,Radial Velocity,HD 178911 B b,71.484,
3052,2011,Imaging,WD 0806-661 b,,
3053,2013,Imaging,HD 95086 b,,
3054,2022,Imaging,mu2 Sco b,,
3055,2020,Radial Velocity,GJ 338 B b,24.422,
3056,2009,Radial Velocity,gam1 Leo b,428.5,
3057,2021,Transit,HD 152843 b,11.6264,3.41
3058,2020,Transit,WASP-189 b,2.724033,18.147
3059,2009,Radial Velocity,30 Ari B b,335.10001,
3060,2023,Microlensing,K2-2016-BLG-0005L b,4700.0,
3061,2022,Transit,TOI-2193 A b,2.1225735,19.84
3062,2008,Radial Velocity,HD 16417 b,17.24,
3063,2021,Transit,TOI-1260 b,3.127463,2.41
3064,2021,Transit,TOI-1260 c,7.493134,2.76
3065,2022,Transit,TOI-1260 d,16.608164,3.12
3066,2022,Microlensing,KMT-2019-BLG-0414L b,,
3067,2021,Transit,GPX-1 b,1.744579,16.477
3068,2019,Transit,WASP-184 b,5.1817,14.908
3069,2023,Imaging,MWC 758 c,,
3070,2022,Transit,TOI-2669 b,6.2034,19.728
3071,2022,Transit,TOI-1696 b,2.500311,3.09
3072,2016,Transit,HATS-16 b,2.686502,14.572
3073,2020,Transit,HATS-47 b,3.9228038,12.52
3074,2020,Transit,HATS-71 b,3.7955202,11.478
3075,2002,Radial Velocity,HD 216435 b,1311.0,
3076,2019,Transit,WASP-171 b,3.8186244,10.985
3077,2022,Transit,LP 890-9 b,2.7299025,1.32
3078,2022,Transit,TOI-1468 c,15.532482,2.064
3079,2022,Transit,TOI-1468 b,1.8805136,1.28
3080,2022,Transit,TOI-2236 b,3.5315902,14.37
3081,2023,Transit,TOI-262 b,11.14529,2.07
3082,2020,Transit,TOI-540 b,1.2391491,0.903
3083,2018,Transit,K2-240 c,20.523,1.8
3084,2009,Transit,CoRoT-6 b,8.886593,13.068
3085,2016,Transit,HATS-28 b,3.1810781,13.384
3086,2016,Transit,HATS-32 b,2.8126548,14.0
3087,2015,Transit,K2-19 c,11.8993,4.1
3088,2018,Transit,HATS-59 b,5.416081,12.621
3089,2022,Imaging,HIP 21152 b,22000.0,
3090,2022,Transit,CoRoT-36 b,5.616531,15.805
3091,2020,Transit,WD 1856+534 b,1.4079405,10.4
3092,2021,Transit,TOI-3362 b,18.09547,12.801
3093,2021,Transit,TOI-1749 b,2.38839,1.39
3094,2023,Radial Velocity,HD 154391 b,5163.0,
3095,2006,Radial Velocity,GJ 849 b,1925.31,
3096,2020,Radial Velocity,HD 95338 b,55.087,3.89
3097,2012,Radial Velocity,HD 150706 b,5894.0,
3098,2010,Radial Velocity,HD 204313 b,2041.11539,
3099,2008,Transit,CoRoT-3 b,4.2568,11.32
3100,2024,Microlensing,OGLE-2017-BLG-1237L b,,
3101,2022,Transit,TOI-2046 b,1.4971842,16.141
3102,2018,Radial Velocity,HATS-59 c,1422.0,
3103,2023,Radial Velocity,HD 112570 b,2615.0,
3104,2014,Radial Velocity,GJ 849 c,5990.0,
3105,2023,Radial Velocity,GJ 328 c,241.8,
3106,2016,Radial Velocity,Proxima Cen b,11.1868,
3107,2022,Radial Velocity,GJ 463 b,3448.0,
3108,2023,Transit,TOI-1811 b,3.7130765,11.142
3109,2023,Transit,TOI-2152 A b,3.3773512,14.359
3110,2023,Transit,HD 15906 c,21.583298,2.93
3111,2023,Radial Velocity,HD 74698 c,3449.0,
3112,2022,Microlensing,OGLE-2018-BLG-0799L b,,
3113,2022,Transit,CoRoT-35 b,3.22748,18.831
3114,2023,Transit,TOI-4010 b,1.348335,3.02
3115,2022,Transit,TOI-2445 b,0.3711281,1.25
3116,2022,Radial Velocity,TOI-969 c,1700.0,
3117,2016,Transit,K2-55 b,2.849258,3.82
3118,2000,Radial Velocity,HD 160691 b,645.0,
3119,2004,Radial Velocity,HD 160691 c,3947.0,
3120,2022,Microlensing,KMT-2021-BLG-1898L b,,
3121,2004,Radial Velocity,HD 160691 d,9.6392,
3122,2020,Radial Velocity,GJ 9066 c,771.36,
3123,2022,Transit,TOI-2337 b,2.99432,10.088
3124,2023,Transit,TOI-2154 b,3.8240801,16.287
3125,2006,Radial Velocity,HD 160691 e,307.9,
3126,2017,Radial Velocity,YZ Cet b,2.02087,
3127,2015,Radial Velocity,HD 11755 b,433.70001,
3128,2021,Transit,EPIC 212624936 c,11.811437,2.3
3129,2016,Radial Velocity,HD 143105 b,2.1974,
3130,2016,Radial Velocity,HIP 109600 b,232.08,
3131,2016,Radial Velocity,HD 220842 b,218.47,
3132,2016,Radial Velocity,HD 12484 b,58.83,
3133,2015,Imaging,2MASS J02192210-3925225 b,,16.141
3134,2015,Radial Velocity,alf Tau b,628.96,
3135,2009,Transit,WASP-16 b,3.1186,13.675
3136,2022,Transit,HD 109833 c,13.900148,2.59
3137,2018,Transit,K2-284 b,4.795069,2.78
3138,2018,Transit,K2-285 e,14.76289,1.95
3139,2019,Transit,EPIC 201841433 b,4.1698,1.04
3140,2018,Transit,K2-209 b,2.080615,0.869
3141,2022,Transit,K2-395 c,8.491282,3.395
3142,2016,Transit,K2-24 b,20.88977,5.4
3143,2022,Transit,TOI-2180 b,260.79,11.321
3144,2021,Transit,HAT-P-60 b,4.7947813,18.282
3145,2023,Radial Velocity,HD 73256 c,2690.0,
3146,2008,Radial Velocity,GJ 832 b,3853.0,
3147,2010,Radial Velocity,HD 113538 b,663.2,
3148,2015,Radial Velocity,HD 67087 b,352.2,
3149,2009,Radial Velocity,HIP 79431 b,111.7,
3150,2014,Radial Velocity,HD 4203 c,6700.0,
3151,2014,Radial Velocity,NGC 2682 YBP 1194 b,6.959,
3152,2014,Radial Velocity,NGC 2682 YBP 1514 b,5.118,
3153,2016,Radial Velocity,NGC 2682 YBP 401 b,4.087,
3154,2016,Radial Velocity,GJ 3998 b,2.64977,
3155,2016,Radial Velocity,GJ 3998 c,13.74,
3156,2016,Radial Velocity,HD 221585 b,1173.0,
3157,2015,Radial Velocity,GJ 3293 c,122.6196,
3158,2017,Transit,K2-126 b,7.385655,1.97
3159,2020,Transit,K2-320 b,1.995,2.62
3160,2016,Transit,K2-68 b,8.05428,1.58
3161,2018,Transit,K2-194 b,39.721386,3.642
3162,2017,Radial Velocity,HD 42012 b,857.5,
3163,2015,Radial Velocity,Wolf 1061 c,17.8719,
3164,2017,Radial Velocity,GJ 3138 b,1.22003,
3165,2017,Radial Velocity,GJ 273 c,4.7234,
3166,2017,Radial Velocity,GJ 3293 d,48.1345,
3167,2017,Radial Velocity,GJ 3293 e,13.2543,
3168,2017,Radial Velocity,HD 177565 b,44.505,
3169,2017,Eclipse Timing Variations,MXB 1658-298 b,760.0,
3170,2017,Radial Velocity,tau Cet g,20.0,
3171,2017,Radial Velocity,tau Cet h,49.41,
3172,2016,Radial Velocity,HD 133131 A c,3568.0,
3173,2016,Radial Velocity,HD 133131 B b,5769.0,
3174,2008,Radial Velocity,HD 60532 b,201.9,
3175,2016,Radial Velocity,HD 9174 b,1179.0,
3176,2016,Radial Velocity,HD 147873 c,491.54,
3177,2018,Microlensing,OGLE-2017-BLG-0482L b,,
3178,2024,Transit,TOI-771 b,2.326021,1.422
3179,2024,Transit,TOI-2068 b,7.768915,1.821
3180,2020,Transit,EPIC 201757695.02,2.0478,0.908
3181,2017,Transit,K2-125 b,21.750264,2.18
3182,2016,Transit,K2-101 b,14.6762429,2.0
3183,2017,Radial Velocity,GJ 3942 b,6.905,
3184,2017,Pulsar Timing,PSR J2322-2650 b,0.322964,
3185,2007,Radial Velocity,HD 70573 b,851.8,
3186,2020,Microlensing,KMT-2019-BLG-0842L b,,
3187,2015,Eclipse Timing Variations,2MASS J19383260+4603591 b,406.0,
3188,2022,Eclipse Timing Variations,Kepler-451 c,1460.0,
3189,2022,Eclipse Timing Variations,Kepler-451 d,43.0,
3190,2018,Microlensing,OGLE-2017-BLG-0173L b,,
3191,2018,Microlensing,OGLE-2017-BLG-1522L b,,
3192,2009,Radial Velocity,BD-08 2823 b,5.6,
3193,2009,Radial Velocity,BD+14 4559 b,268.94,
3194,2008,Radial Velocity,HD 102272 b,127.58,
3195,2023,Transit,TOI-139 b,11.07085,2.457
3196,2010,Radial Velocity,HD 109246 b,68.27,
3197,2003,Radial Velocity,HD 114386 b,937.70001,
3198,2011,Radial Velocity,HD 116029 b,670.0,
3199,2009,Radial Velocity,HD 125595 b,9.6737,
3200,2011,Radial Velocity,HD 142245 b,1299.0,
3201,2008,Radial Velocity,HD 145377 b,103.95,
3202,2008,Radial Velocity,HD 154672 b,163.94,
3203,2007,Radial Velocity,HD 17092 b,359.89999,
3204,2007,Radial Velocity,HD 171028 b,550.0,
3205,2009,Radial Velocity,HD 181720 b,956.0,
3206,2008,Radial Velocity,HD 20868 b,380.85001,
3207,2003,Radial Velocity,HD 216770 b,118.45,
3208,2001,Radial Velocity,HD 23079 b,730.59998,
3209,2009,Radial Velocity,HD 290327 b,2443.0,
3210,2004,Radial Velocity,HD 330075 b,3.38773,
3211,2005,Radial Velocity,HD 4308 b,15.56,
3212,2011,Radial Velocity,HD 5891 b,177.11,
3213,2009,Radial Velocity,HD 63765 b,358.0,
3214,2009,Radial Velocity,HD 6718 b,2496.0,
3215,2002,Radial Velocity,HD 76700 b,3.97097,
3216,2011,Radial Velocity,HD 82886 b,705.0,
3217,2011,Radial Velocity,HIP 57274 b,8.1352,
3218,2007,Radial Velocity,BD-13 2130 b,714.29999,
3219,2010,Radial Velocity,HD 38283 b,363.20001,
3220,2012,Radial Velocity,HD 220074 b,672.09998,
3221,2015,Radial Velocity,HD 216536 b,148.60001,
3222,2018,Radial Velocity,HD 215152 b,5.75999,
3223,2004,Radial Velocity,HD 202206 c,1260.0,
3224,2012,Radial Velocity,HD 207832 b,160.07,
3225,2012,Radial Velocity,HD 37605 c,2720.0,
3226,2006,Radial Velocity,HD 224693 b,26.6904,
3227,2007,Radial Velocity,HD 231701 b,141.63,
3228,2018,Radial Velocity,HD 98736 b,968.8,
3229,2018,Radial Velocity,HD 148164 b,328.55,
3230,2018,Radial Velocity,HD 211810 b,1558.0,
3231,2008,Radial Velocity,HD 45652 b,44.073,
3232,2005,Radial Velocity,HD 109749 b,5.239891,
3233,2011,Radial Velocity,HD 131496 b,896.0,
3234,2011,Radial Velocity,HD 1502 b,428.5,
3235,2011,Radial Velocity,HD 152581 b,686.5,
3236,2006,Radial Velocity,HD 159868 b,1184.1,
3237,2010,Radial Velocity,HD 163607 c,1272.0,
3238,2009,Radial Velocity,HD 181342 b,564.1,
3239,2006,Radial Velocity,HD 185269 b,6.83776,
3240,2009,Radial Velocity,HD 206610 b,673.2,
3241,2018,Radial Velocity,HD 95089 c,1785.0,
